Magnitude,UTC Date,UTC Time,Sydney Date,Sydney Time,Latitude,Longitude,Approximate location,Depth (km),Solution finalised,EVENT ID,ORIGIN ID
5.9,1972-04-07,00:03:05,1972-04-07,10:03:05,-53.52,159.08,-,33.0,FINL,2635345,329643
6.1,1972-04-04,22:43:06,1972-04-05,08:43:06,-7.466,125.561,-,376.0,FINL,2635418,329573
5.9,1972-04-02,09:01:19,1972-04-02,19:01:19,-16.045,-172.999,-,1.0,FINL,2635473,329493
6.2,1972-04-01,23:51:23,1972-04-02,09:51:23,-49.35,164.086,-,33.0,FINL,2635449,329473
6.1,1972-03-30,05:34:50,1972-03-30,15:34:50,-25.69,179.583,-,479.0,FINL,2635620,329364
5.8,1972-03-23,23:09:58,1972-03-24,09:09:58,-45.105,166.68,-,33.0,FINL,2635752,329215
5.9,1972-03-08,03:45:25,1972-03-08,13:45:25,-3.742,131.387,-,29.0,FINL,2636165,328796
6.1,1972-03-07,07:45:20,1972-03-07,17:45:20,-28.249,-178.268,-,181.0,FINL,2636140,328775
5.9,1972-03-01,09:04:38,1972-03-01,19:04:38,-18.94,-173.717,-,12.0,FINL,2636455,328526
6.2,1972-02-14,23:29:51,1972-02-15,10:29:51,-11.431,166.37,-,101.0,FINL,2636865,328116
5.8,1972-02-12,18:51:57,1972-02-13,05:51:57,-15.356,-173.297,-,5.0,FINL,2636965,328072
6.1,1972-01-28,01:16:22,1972-01-28,12:16:22,-19.375,169.129,-,127.0,FINL,2637394,327675
5.8,1972-01-24,05:17:00,1972-01-24,16:17:00,-3.539,151.292,-,12.0,FINL,2637546,327565
5.8,1972-01-23,21:17:52,1972-01-24,08:17:52,-13.184,166.324,-,33.0,FINL,2637534,327552
5.9,1972-01-19,15:00:55,1972-01-20,02:00:55,-4.743,144.996,-,37.0,FINL,2637688,327431
5.8,1972-01-18,21:55:15,1972-01-19,08:55:15,-4.84,145.098,-,23.0,FINL,2637651,327401
5.9,1972-01-07,06:25:45,1972-01-07,17:25:45,-2.094,138.956,-,12.0,FINL,2637956,327147
5.9,1972-01-06,06:43:40,1972-01-06,17:43:40,-30.649,-177.822,-,29.0,FINL,2637925,327116
5.9,1972-01-06,00:30:18,1972-01-06,11:30:18,-4.599,151.858,-,166.0,FINL,2637917,327109
5.8,1972-01-01,22:05:54,1972-01-02,09:05:54,-16.853,174.9,-,11.0,FINL,2638101,327006
5.9,1971-12-30,15:39:38,1971-12-31,02:39:38,-4.755,151.839,-,116.0,FINL,2663174,350256
5.9,1971-12-04,02:25:51,1971-12-04,13:25:51,-6.019,154.562,-,77.0,FINL,175788,349531
5.8,1971-11-21,06:20:01,1971-11-21,17:20:01,-11.941,166.568,-,135.0,FINL,2664137,349215
6.5,1971-11-21,05:57:12,1971-11-21,16:57:12,-11.874,166.546,-,119.0,FINL,2664136,349214
6.0,1971-11-20,07:27:59,1971-11-20,18:27:59,-23.449,-179.875,-,533.0,FINL,2664117,349194
5.8,1971-10-31,09:14:25,1971-10-31,20:14:25,-5.954,153.836,-,66.0,FINL,2664559,348720
5.8,1971-10-28,15:13:37,1971-10-29,01:13:37,-5.565,153.985,-,107.0,FINL,2664639,348615
6.4,1971-10-27,21:52:56,1971-10-28,07:52:56,-5.931,154.053,-,45.0,FINL,2664778,348576
6.3,1971-10-27,17:58:37,1971-10-28,03:58:37,-15.566,167.239,-,49.0,FINL,2664770,348568
5.9,1971-10-24,00:52:41,1971-10-24,10:52:41,-6.494,151.182,-,50.0,FINL,2664830,348446
5.8,1971-10-20,03:59:57,1971-10-20,13:59:57,-5.415,154.28,-,111.0,FINL,2664899,348331
5.9,1971-10-03,08:36:03,1971-10-03,18:36:03,-6.547,154.968,-,52.0,FINL,2665352,347879
5.9,1971-09-28,14:04:40,1971-09-29,00:04:40,3.63,125.924,-,148.0,FINL,2665580,347747
5.8,1971-09-26,16:33:04,1971-09-27,02:33:04,-0.018,124.838,-,70.0,FINL,2665528,347690
6.3,1971-09-25,04:36:13,1971-09-25,14:36:13,-6.54,146.636,"Bismarck Sea, PNG.",111.0,FINL,2665660,347643
6.4,1971-09-16,06:22:36,1971-09-16,16:22:36,-5.926,130.68,-,107.0,FINL,2665794,347416
5.9,1971-09-14,17:15:50,1971-09-15,03:15:50,-6.785,151.797,-,4.0,FINL,2665920,347364
6.1,1971-09-14,05:20:27,1971-09-14,15:20:27,-6.458,151.55,-,22.0,FINL,2665905,347346
5.8,1971-09-10,06:28:50,1971-09-10,16:28:50,-20.41,-174.174,-,29.0,FINL,2665969,347229
5.8,1971-08-13,14:42:41,1971-08-14,00:42:41,-42.145,172.224,original mb 5.5 (authority ISC) the same as the corrected Ms 5.5 (authority DOWR),18.0,FINL,2666888,346312
5.9,1971-08-10,04:23:57,1971-08-10,14:23:57,-5.743,152.128,-,43.0,FINL,2666969,346211
5.9,1971-08-09,12:12:01,1971-08-09,22:12:01,-5.879,154.31,-,60.0,FINL,2666952,346190
5.8,1971-07-28,01:10:23,1971-07-28,11:10:23,-5.143,152.866,-,25.0,FINL,2667377,345693
5.8,1971-07-27,02:03:21,1971-07-27,12:03:21,-4.895,153.335,-,59.0,FINL,2667472,345603
6.1,1971-07-26,19:15:33,1971-07-27,05:15:33,-5.858,151.31,-,49.0,FINL,2667441,345573
6.0,1971-07-26,09:37:11,1971-07-26,19:37:11,-5.809,151.553,-,23.0,FINL,2662270,345533
6.2,1971-07-26,02:29:39,1971-07-26,12:29:39,-5.698,151.963,-,48.0,FINL,2667550,345500
6.1,1971-07-26,02:25:02,1971-07-26,12:25:02,-5.161,152.259,-,77.0,FINL,2667549,345499
5.8,1971-07-26,02:19:22,1971-07-26,12:19:22,-5.53,151.844,-,33.0,FINL,2667548,345498
5.9,1971-07-26,02:02:46,1971-07-26,12:02:46,-5.404,152.071,-,74.0,FINL,2667546,345496
6.6,1971-07-26,01:23:21,1971-07-26,11:23:21,-4.933,153.182,PNG.,43.0,FINL,2667538,345489
7.1,1971-07-19,00:14:45,1971-07-19,10:14:45,-5.7,153.8,-,42.0,FINL,2662881,620561
5.8,1971-07-18,14:31:17,1971-07-19,00:31:17,-4.856,153.32,-,48.0,FINL,2667835,345233
7.0,1971-07-14,07:41:09,1971-07-14,17:41:09,-5.5,153.8,-,33.0,FINL,2667960,620560
6.0,1971-07-14,06:11:28,1971-07-14,16:11:28,-5.517,153.865,Bougainville PNG.,43.0,FINL,2662285,344986
6.1,1971-07-08,19:07:07,1971-07-09,05:07:07,-7.031,129.696,-,92.0,FINL,2668138,344809
6.3,1971-06-27,02:37:21,1971-06-27,12:37:21,-5.966,144.381,-,58.0,FINL,2668548,344493
5.9,1971-06-26,19:27:10,1971-06-27,05:27:10,-5.177,96.895,-,0.0,FINL,2668536,344479
6.2,1971-06-24,19:43:56,1971-06-25,05:43:56,-6.233,154.447,-,54.0,FINL,2668477,344416
5.8,1971-06-22,09:50:57,1971-06-22,19:50:57,-5.26,153.458,-,34.0,FINL,2668574,344329
5.9,1971-05-10,11:53:53,1971-05-10,21:53:53,7.993,126.946,-,42.0,FINL,204210,342810
5.9,1971-05-04,02:04:30,1971-05-04,12:04:30,-6.543,105.373,-,46.0,FINL,2670143,342570
6.3,1971-04-08,07:45:57,1971-04-08,17:45:57,-4.418,102.319,-,74.0,FINL,2670918,341864
6.3,1971-04-07,04:59:37,1971-04-07,14:59:37,2.451,129.132,-,29.0,FINL,2670893,341836
6.0,1971-04-05,05:02:15,1971-04-05,15:02:15,-0.361,124.726,-,67.0,FINL,2662724,341766
6.0,1971-03-24,21:28:13,1971-03-25,07:28:13,4.759,126.519,-,92.0,FINL,2671213,341419
6.1,1971-03-23,02:15:23,1971-03-23,12:15:23,-22.957,-176.139,-,49.0,FINL,175515,341368
5.8,1971-03-16,20:35:15,1971-03-17,06:35:15,8.434,127.23,-,20.0,FINL,204143,341230
5.9,1971-03-16,12:32:28,1971-03-16,22:32:28,-10.929,163.804,-,21.0,FINL,2671389,341226
6.2,1971-03-13,19:12:24,1971-03-14,05:12:24,-5.746,145.389,-,115.0,FINL,2671518,341172
6.2,1971-02-04,15:33:29,1971-02-05,01:33:29,0.528,98.719,-,40.0,FINL,2672512,339971
5.8,1971-01-31,05:42:25,1971-01-31,15:42:25,-2.888,139.381,-,57.0,FINL,2672749,339845
5.9,1971-01-25,00:18:25,1971-01-25,10:18:25,-9.655,151.398,-,31.0,FINL,2672896,339619
5.8,1971-01-16,18:46:54,1971-01-17,04:46:54,-3.631,139.445,-,134.0,FINL,2673049,339404
5.9,1971-01-16,15:16:25,1971-01-17,01:16:25,-3.408,139.552,-,33.0,FINL,2673046,339401
6.0,1971-01-15,07:28:40,1971-01-15,17:28:40,-3.079,139.449,-,55.0,FINL,2673184,339369
5.8,1971-01-12,14:57:09,1971-01-13,00:57:09,-3.37,139.914,-,22.0,FINL,2673246,339275
6.2,1971-01-10,22:14:36,1971-01-11,08:14:36,-3.314,139.91,-,18.0,FINL,175422,339198
5.8,1971-01-10,19:13:39,1971-01-11,05:13:39,-3.236,139.84,-,52.0,FINL,2673462,339181
5.9,1971-01-10,19:05:24,1971-01-11,05:05:24,-3.014,139.622,-,39.0,FINL,2673461,339180
5.8,1971-01-10,14:29:56,1971-01-11,00:29:56,-3.313,139.763,-,34.0,FINL,2673431,339162
6.2,1971-01-10,10:45:07,1971-01-10,20:45:07,-3.063,139.624,-,40.0,FINL,175419,339148
5.9,1971-01-10,07:43:42,1971-01-10,17:43:42,-2.95,139.638,-,3.0,FINL,2673548,339132
7.9,1971-01-10,07:17:04,1971-01-10,17:17:04,-3.1,139.7,-,33.0,FINL,2673546,620559
6.0,1970-12-29,02:26:11,1970-12-29,12:26:11,-10.58,161.39,-,70.0,FINL,150340,361986
6.2,1970-12-28,20:03:25,1970-12-29,06:03:25,-5.23,153.59,-,63.0,FINL,159248,361977
5.8,1970-12-19,10:38:05,1970-12-19,20:38:05,-1.59,99.95,-,46.0,FINL,150067,361686
5.8,1970-12-02,15:54:19,1970-12-03,01:54:19,-11.03,163.41,-,25.0,FINL,163880,361210
6.0,1970-12-01,18:14:36,1970-12-02,04:14:36,-11.02,163.45,-,10.0,FINL,159190,361166
5.9,1970-11-28,20:22:51,1970-11-29,06:22:51,-4.11,142.88,-,119.0,FINL,149528,361086
5.8,1970-11-16,06:44:21,1970-11-16,16:44:21,-6.05,148.55,-,80.0,FINL,149192,360707
6.2,1970-11-12,06:07:14,1970-11-12,16:07:14,-5.1,145.13,-,22.0,FINL,149065,360567
6.2,1970-11-08,22:35:46,1970-11-09,08:35:46,-3.43,135.65,-,33.0,FINL,148969,360461
7.0,1970-10-31,17:53:10,1970-11-01,03:53:10,-4.97,145.45,PNG.,45.0,FINL,148685,360141
5.9,1970-10-13,18:53:30,1970-10-14,04:53:30,-4.1,143.1,-,124.0,FINL,148225,359631
5.8,1970-10-11,03:16:50,1970-10-11,13:16:50,-32.0,-178.1,-,33.0,FINL,148155,359556
6.0,1970-10-10,21:59:40,1970-10-11,07:59:40,-31.94,-177.89,-,7.0,FINL,148149,359550
6.0,1970-09-29,06:03:26,1970-09-29,16:03:26,-13.52,166.59,-,60.0,FINL,147840,359212
5.8,1970-09-23,12:04:54,1970-09-23,22:04:54,-6.5,154.63,-,42.0,FINL,147697,359061
6.0,1970-08-28,01:02:47,1970-08-28,11:02:47,-4.6,153.22,-,76.0,FINL,146984,358272
5.9,1970-08-13,04:22:35,1970-08-13,14:22:35,-9.0,117.95,-,92.0,FINL,146615,357866
5.8,1970-08-12,01:39:36,1970-08-12,11:39:36,-13.89,166.53,-,43.0,FINL,146571,357811
6.1,1970-08-11,10:22:20,1970-08-11,20:22:20,-14.13,166.56,-,20.0,FINL,146536,357775
5.9,1970-08-10,15:15:20,1970-08-11,01:15:20,-13.92,166.65,-,46.0,FINL,146513,357751
5.8,1970-08-08,21:04:06,1970-08-09,07:04:06,1.16,126.2,-,17.0,FINL,146467,357697
5.8,1970-07-27,12:31:18,1970-07-27,22:31:18,-37.73,177.66,-,73.0,FINL,146144,357356
5.8,1970-06-28,11:09:51,1970-06-28,21:09:51,-21.66,-179.42,-,587.0,FINL,145448,356597
6.2,1970-06-28,01:30:13,1970-06-28,11:30:13,-8.75,124.04,-,50.0,FINL,145436,356585
5.9,1970-06-25,05:13:59,1970-06-25,15:13:59,-7.9,158.68,-,72.0,FINL,145381,356520
5.9,1970-06-12,08:06:17,1970-06-12,18:06:17,-2.9,139.08,-,32.0,FINL,145096,356206
6.0,1970-06-11,16:46:43,1970-06-12,02:46:43,-58.86,157.6,-,64.0,FINL,145076,356186
5.9,1970-05-29,19:02:22,1970-05-30,05:02:22,-11.73,166.38,-,85.0,FINL,144708,355791
5.9,1970-05-09,18:00:49,1970-05-10,04:00:49,-4.37,151.81,-,196.0,FINL,144083,355111
6.2,1970-04-20,10:39:12,1970-04-20,20:39:12,-18.79,169.29,-,243.0,FINL,143270,354209
5.8,1970-03-30,16:46:46,1970-03-31,02:46:46,6.78,126.66,-,82.0,FINL,158643,353381
6.0,1970-03-29,10:08:20,1970-03-29,20:08:20,-17.07,168.56,-,232.0,FINL,142439,353315
5.8,1970-03-28,07:45:59,1970-03-28,17:45:59,-6.26,154.62,-,59.0,FINL,142357,353226
6.0,1970-03-27,18:36:47,1970-03-28,04:36:47,0.28,119.37,-,11.0,FINL,142333,353203
6.0,1970-03-24,10:35:17,1970-03-24,20:35:17,-22.05,126.61,"West of Lake Mackay, WA.  Fredrich, McCaffrey & Denham, 1988 obtained a solution is almost pure thrust faulting with a north striking fault plane, steeply dipping.",8.0,FINL,142152,619791
6.0,1970-03-09,16:01:11,1970-03-10,02:01:11,-19.07,168.54,-,39.0,FINL,141540,352424
5.8,1970-02-17,05:46:03,1970-02-17,15:46:03,9.8,125.91,-,83.0,FINL,140946,351781
6.2,1970-01-20,07:19:51,1970-01-20,17:19:51,-25.85,-177.29,-,82.0,FINL,140181,350974
7.6,1970-01-10,12:07:08,1970-01-10,22:07:08,6.8,126.75,Philippines.,68.0,FINL,139905,350682
6.1,1970-01-08,17:12:40,1970-01-09,03:12:40,-34.85,178.79,-,189.0,FINL,139841,350610
6.0,1969-12-14,02:42:10,1969-12-14,12:42:10,1.99,126.94,-,51.0,FINL,138898,369202
6.4,1969-11-21,02:05:35,1969-11-21,12:05:35,1.94,94.61,-,20.0,FINL,158298,368271
5.8,1969-10-26,06:37:56,1969-10-26,16:37:56,-16.11,-173.87,-,57.0,FINL,137228,367343
5.8,1969-09-06,17:08:04,1969-09-07,03:08:04,-8.98,157.91,-,17.0,FINL,135698,365638
5.8,1969-09-06,14:49:59,1969-09-07,00:49:59,-8.89,157.95,-,31.0,FINL,135697,365636
6.0,1969-08-11,23:52:58,1969-08-12,09:52:58,1.81,126.41,-,44.0,FINL,134506,364294
5.8,1969-08-08,20:44:20,1969-08-09,06:44:20,-6.14,129.69,-,193.0,FINL,134363,364133
6.1,1969-08-05,02:13:08,1969-08-05,12:13:08,1.26,126.23,-,21.0,FINL,157948,364025
6.3,1969-08-04,17:19:20,1969-08-05,03:19:20,-5.71,125.42,-,531.0,FINL,134257,364014
5.8,1969-06-17,23:58:10,1969-06-18,09:58:10,-52.53,159.7,-,33.0,FINL,132878,362483
5.8,1969-06-14,03:22:57,1969-06-14,13:22:57,-7.93,159.05,-,66.0,FINL,132794,362388
5.9,1969-05-01,19:05:24,1969-05-02,05:05:24,-16.71,-174.66,-,200.0,FINL,131610,400814
5.9,1969-04-16,12:19:56,1969-04-16,22:19:56,-13.57,166.2,-,38.0,FINL,157669,400383
5.8,1969-04-13,23:33:17,1969-04-14,09:33:17,-6.11,129.91,-,170.0,FINL,131160,400310
5.8,1969-03-27,12:41:36,1969-03-27,22:41:36,4.72,127.65,-,32.0,FINL,130681,399778
6.1,1969-03-20,16:18:57,1969-03-21,02:18:57,8.69,127.35,-,43.0,FINL,130281,399334
5.8,1969-02-23,00:37:02,1969-02-23,10:37:02,-3.17,118.91,-,53.0,FINL,129298,398227
5.8,1969-02-20,10:30:21,1969-02-20,20:30:21,3.5,128.41,-,74.0,FINL,129211,398132
6.0,1969-02-11,22:16:11,1969-02-12,08:16:11,-6.76,126.74,-,425.0,FINL,128957,397845
6.0,1969-02-10,22:58:03,1969-02-11,08:58:03,-22.75,178.76,-,635.0,FINL,128930,397814
6.1,1969-02-03,21:41:43,1969-02-04,07:41:43,4.81,127.54,-,46.0,FINL,128722,397574
6.0,1969-01-30,10:30:38,1969-01-30,20:30:38,9.3,130.2,-,0.0,FINL,128523,397406
5.9,1969-01-30,10:29:40,1969-01-30,20:29:40,4.77,127.5,-,72.0,FINL,128522,397405
6.0,1969-01-29,17:44:31,1969-01-30,03:44:31,-17.15,-171.57,-,35.0,FINL,128503,397391
5.9,1969-01-25,05:19:17,1969-01-25,15:19:17,0.77,126.02,-,24.0,FINL,128343,397231
5.9,1969-01-24,02:33:03,1969-01-24,12:33:03,-21.87,-179.54,-,587.0,FINL,128313,397197
6.2,1969-01-19,18:50:52,1969-01-20,04:50:52,-14.89,167.22,-,114.0,FINL,128143,397021
6.2,1969-01-06,15:39:01,1969-01-07,01:39:01,-10.57,164.46,-,32.0,FINL,127788,396671
6.2,1969-01-05,13:26:42,1969-01-05,23:26:42,-8.03,158.94,-,71.0,FINL,127731,396615
7.3,1969-01-05,13:26:40,1969-01-05,23:26:40,-8.0,158.9,-,47.0,FINL,127730,620557
5.8,1968-11-04,09:07:39,1968-11-04,19:07:39,-14.2,172.02,-,596.0,FINL,126076,394843
6.1,1968-10-31,09:06:31,1968-10-31,19:06:31,1.2,126.34,-,1.0,FINL,125927,394686
5.9,1968-10-28,23:32:27,1968-10-29,09:32:27,-12.41,166.43,-,49.0,FINL,125806,394571
6.2,1968-10-23,21:04:42,1968-10-24,07:04:42,-3.38,143.29,-,21.0,FINL,125648,394420
7.0,1968-10-23,21:04:41,1968-10-24,07:04:41,-3.3,143.2,-,12.0,FINL,125647,620556
6.5,1968-10-14,02:58:50,1968-10-14,12:58:50,-31.62,116.98,"Meckering, WA.  Most damaging Australian earthquake to date. Isoseismal map drawn by Everingham who also mapped the 35 km long reverse fault.",10.0,FINL,125219,619753
5.8,1968-10-04,07:27:13,1968-10-04,17:27:13,-7.6,126.26,-,10.0,FINL,124952,393793
5.8,1968-09-27,19:06:44,1968-09-28,05:06:44,-3.65,143.37,-,12.0,FINL,124777,393604
5.9,1968-09-27,03:58:58,1968-09-27,13:58:58,-6.89,129.21,-,151.0,FINL,124762,393588
5.8,1968-09-26,18:02:47,1968-09-27,04:02:47,-30.52,-178.01,-,12.0,FINL,124746,393571
6.9,1968-09-25,07:02:51,1968-09-25,17:02:51,-46.49,166.32,changed from unspecified magnitude 5.7 (authority ISC) to corrected Ms 6.2 (authority DOWR),33.0,FINL,124700,393517
5.9,1968-09-16,13:55:35,1968-09-16,23:55:35,-6.08,148.77,-,49.0,FINL,157098,393240
5.8,1968-09-12,22:44:07,1968-09-13,08:44:07,-21.57,-179.35,-,640.0,FINL,124368,393143
6.0,1968-09-08,15:12:24,1968-09-09,01:12:24,-3.74,143.01,-,32.0,FINL,157079,393023
5.8,1968-08-18,18:56:48,1968-08-19,04:56:48,1.17,126.14,-,33.0,FINL,123637,392319
6.1,1968-08-18,18:38:30,1968-08-19,04:38:30,-10.2,159.9,-,534.0,FINL,123636,392318
7.8,1968-08-14,22:14:20,1968-08-15,08:14:20,0.06,119.73,Banda Sea.,22.0,FINL,123537,392207
6.1,1968-08-10,05:51:49,1968-08-10,15:51:49,1.4,126.27,-,41.0,FINL,123387,392038
6.3,1968-08-10,02:07:00,1968-08-10,12:07:00,1.38,126.24,Indonesia.,1.0,FINL,123377,392026
5.9,1968-08-04,11:41:23,1968-08-04,21:41:23,6.6,126.77,-,96.0,FINL,123209,391838
6.1,1968-07-29,23:52:17,1968-07-30,09:52:17,-0.27,133.47,-,25.0,FINL,156972,391660
6.5,1968-07-25,07:23:02,1968-07-25,17:23:02,-30.97,-178.13,Kermadec Islands.,17.0,FINL,122909,391506
5.8,1968-07-02,18:40:11,1968-07-03,04:40:11,-2.7,139.01,-,72.0,FINL,122231,390734
5.9,1968-06-07,11:57:31,1968-06-07,21:57:31,-1.86,120.1,-,27.0,FINL,120834,389167
7.2,1968-05-28,13:27:19,1968-05-28,23:27:19,-2.9,139.3,-,65.0,FINL,120239,620555
5.8,1968-05-24,15:43:54,1968-05-25,01:43:54,-6.84,118.91,-,618.0,FINL,119932,388143
7.4,1968-05-23,17:24:16,1968-05-24,03:24:16,-41.72,172.03,changed from unspecified magnitude 6.1 (authority ISC) to corrected Ms 7.4 (authority DOWR),21.0,FINL,119783,387978
6.0,1968-05-20,20:05:48,1968-05-21,06:05:48,-30.84,-178.2,-,33.0,FINL,119624,387799
6.0,1968-05-20,07:13:06,1968-05-20,17:13:06,-30.86,-178.21,-,45.0,FINL,119609,387781
5.8,1968-03-26,00:41:57,1968-03-26,10:41:57,-6.59,116.18,-,528.0,FINL,117602,385534
5.9,1968-03-11,08:26:30,1968-03-11,18:26:30,-16.13,-173.95,-,87.0,FINL,117160,385034
7.2,1968-02-12,05:44:45,1968-02-12,15:44:45,-5.5,153.4,"Papua New Guinea, north Solomon Sea. As reported by Denham(19740, the earthquake was felt over a wide area of Papua New Guinea. It was felt in the newlly constructed multi-storey ANG House in downtown Port Moresby, quite strongly on the upper floors.Damage was somewhat mitigated by the remote northern Solomon Sea location of the earthquake. Minor landslips occurred on the Gazelle Peninsula, cement was cracked at Lonbom, southern New Ireland, and old warer tanks developed leaks at Hutjena on Buka Island and on Sohano Island. A strikeslip focal mechanism solution by Ripper(1975).",46.0,FINL,116098,620554
6.0,1968-01-30,03:44:24,1968-01-30,13:44:24,-6.1,113.36,-,599.0,FINL,115554,383250
6.0,1968-01-26,04:45:41,1968-01-26,14:45:41,-8.93,120.32,-,29.0,FINL,115389,383072
5.9,1968-01-20,11:59:27,1968-01-20,21:59:27,-4.66,153.28,-,64.0,FINL,115202,-2937
6.0,1968-01-19,06:04:36,1968-01-19,16:04:36,-9.29,158.46,-,13.0,FINL,115145,382825
6.0,1968-01-14,12:25:06,1968-01-14,22:25:06,-7.53,127.91,-,80.0,FINL,156258,382667
5.8,1967-12-27,16:22:48,1967-12-28,02:22:48,-22.46,-174.61,-,33.0,FINL,114467,382111
7.2,1967-12-25,01:23:34,1967-12-25,11:23:34,-5.23,153.67,"Papua New Guinea,north Solomon Sea. Location by USGS, magnitudes from Abe(1981). It was Christmas Day, 1123 am with Christmas dinner in preparation. The earthquake caused chaos in many kitchens around the north Solomon Sea. Minor damage, cracked water tanks and cement, occurred at Hanahan on Buka Island and at Namatanai. Felt over a wide area. The earthquqke was reported by Denham(1971). The focal mechanism is a poorly defined overthrust striking approx northwest-southeast Ripper, 1975).",64.0,FINL,114391,620553
6.0,1967-10-12,18:31:39,1967-10-13,04:31:39,-7.15,129.83,-,60.0,FINL,112367,379770
6.2,1967-10-09,17:21:46,1967-10-10,03:21:46,-21.1,-179.18,-,605.0,FINL,112282,379676
7.2,1967-10-04,17:21:21,1967-10-05,03:21:21,-5.72,153.89,"Papua New Guinea, north Solomon Sea. Location and magnitude from USCGS. Strongly felt across Bougainville, minor damage reported from Hutjena on Buka Island. The focal mechanism is an overthruston a WNW-ESE azimuth, approx parallel to the plate margin(Ripper,1975).",52.0,FINL,112135,620552
5.8,1967-09-28,04:56:53,1967-09-28,14:56:53,-6.59,153.47,-,20.0,FINL,155999,379317
5.9,1967-09-20,10:37:19,1967-09-20,20:37:19,-20.78,169.85,-,126.0,FINL,111723,379048
5.8,1967-09-20,09:39:15,1967-09-20,19:39:15,-49.57,163.93,-,34.0,FINL,111721,379046
6.2,1967-09-18,15:33:06,1967-09-19,01:33:06,-5.97,146.59,"Papua New Guinea, north coast Huon Peninsula. PMGO ""adopted"" magnitude on MS scale, M6.2. Moderately felt through the Highlands and north coast.Reported in denham(1971) and Ripper and Moihoi(1996a).",41.0,FINL,111663,378981
6.0,1967-09-01,03:31:10,1967-09-01,13:31:10,-5.56,147.18,"Papua New Guinea, deep beneath Long Island. PMGO ""adopted magnitude on MS scale, M6.0. Most Strongly felt in the kainantu region, 150km to the southwest, landslides in road cuttings near Kompiri. Described by Denham(1971) and R&M96a.",184.0,FINL,111161,378422
6.1,1967-08-21,07:33:01,1967-08-21,17:33:01,3.72,95.74,-,40.0,FINL,110824,378053
6.2,1967-08-13,16:54:44,1967-08-14,02:54:44,-4.27,152.48,"Papua New Guinea, Kokopo, St Georges Channel. PMGO ""adopted"" magnitude on MS scale, M5.7. Damage caused by this earthquake at 0254 am local time, was masked by greater damage caused by the earthquake at 0815 am(2215UTC).Hence intensity 6 at Kokopo may well be intensity 7. However some water tanks were broken in Rabaul and landslides occurred in the pumice cliffs along the Kokopo Road near Rabaul. Other damage included broken water pipes at Kerevat. Described by Heming(1967), S&D67, and D71.",6.0,FINL,110621,377827
6.1,1967-07-20,14:22:16,1967-07-21,00:22:16,10.0,130.0,-,0.0,FINL,109838,376955
5.8,1967-06-14,05:06:20,1967-06-14,15:06:20,-15.33,-173.48,-,39.0,FINL,108671,375638
6.2,1967-05-21,18:45:13,1967-05-22,04:45:13,-0.96,101.39,-,184.0,FINL,107951,374820
5.8,1967-04-24,08:02:56,1967-04-24,18:02:56,-27.0,170.0,-,0.0,FINL,107088,373840
6.1,1967-04-12,04:51:41,1967-04-12,14:51:41,5.16,96.31,North Sumatra.,63.0,FINL,106676,373376
6.0,1967-03-30,02:08:02,1967-03-30,12:08:02,-11.14,115.36,-,33.0,FINL,106248,372904
5.9,1967-03-24,09:00:20,1967-03-24,19:00:20,-6.01,112.33,-,606.0,FINL,106083,372715
6.0,1967-03-19,01:10:48,1967-03-19,11:10:48,-6.73,129.84,-,80.0,FINL,105894,372502
5.9,1967-03-11,08:33:27,1967-03-11,18:33:27,-10.77,166.25,-,48.0,FINL,105671,372250
5.9,1967-03-09,18:02:45,1967-03-10,04:02:45,-10.75,166.34,-,50.0,FINL,105572,372139
5.8,1967-03-09,06:58:37,1967-03-09,16:58:37,-10.64,166.29,-,38.0,FINL,162054,372115
5.8,1967-02-25,11:38:49,1967-02-25,21:38:49,-0.13,123.95,-,126.0,FINL,105196,371718
5.8,1967-02-25,11:20:51,1967-02-25,21:20:51,-0.09,123.95,-,105.0,FINL,105193,371715
5.9,1967-02-19,22:14:36,1967-02-20,08:14:36,-9.12,113.04,-,88.0,FINL,105070,371571
6.0,1967-02-17,10:14:47,1967-02-17,20:14:47,-23.7,-175.2,-,0.0,FINL,104994,371488
6.1,1967-02-17,10:10:52,1967-02-17,20:10:52,-23.79,-175.14,-,21.0,FINL,104993,371487
6.3,1967-01-19,12:40:14,1967-01-19,22:40:14,-14.83,-178.75,-,33.0,FINL,155322,370652
5.9,1967-01-01,07:05:48,1967-01-01,17:05:48,-15.16,-173.64,-,23.0,FINL,155261,369926
7.3,1966-12-31,22:15:17,1967-01-01,08:15:17,-12.1,165.7,Santa Cruz Islands.,36.0,FINL,155258,432608
7.5,1966-12-31,18:23:08,1967-01-01,04:23:08,-11.89,166.38,Santa Cruz Islands.,73.0,FINL,103488,432597
7.2,1966-12-23,15:50:20,1966-12-24,01:50:20,-7.1,148.3,"Papua New Guinea, Huon Gulf.Ms from Everingham(1974). No damage on land, but damage to the SEACOM Cable , Madang-Cairns section, where it had just been installed in the Huon Gulf. The cable break was caused by turbitity currents in the West New Britain Trench.Fault plane solution in Ripper(1975).",43.0,FINL,103259,620551
5.8,1966-12-15,19:08:26,1966-12-16,05:08:26,-40.45,155.47,-,15.0,FINL,103067,619715
